ID,Body Type,Sex
2590,obese,female
2591,underweight,female
2592,overweight,female
2593,overweight,female
2594,obese,female
2595,overweight,female
2596,obese,male
2597,overweight,male
2598,normal,male
2599,obese,female
2600,obese,male
2601,underweight,male
2602,obese,male
2603,underweight,female
2604,obese,female
2605,overweight,male
2606,obese,female
2607,underweight,female
2608,normal,female
2609,overweight,female
2610,underweight,male
2611,normal,female
2612,normal,female
2613,overweight,female
2614,underweight,male
2615,normal,female
2616,normal,male
2617,normal,female
2618,normal,female
2619,obese,female
2620,underweight,female
2621,overweight,male
2622,obese,female
2623,normal,male
2624,underweight,male
2625,obese,male
2626,underweight,female
2627,overweight,female
2628,normal,male
2629,underweight,male
2630,obese,male
2631,normal,male
2632,obese,female
2633,normal,male
2634,overweight,female
2635,overweight,male
2636,obese,male
2637,normal,male
2638,overweight,female
2639,overweight,male
2640,normal,male
2641,underweight,male
2642,obese,female
2643,overweight,male
2644,obese,female
2645,normal,female
2646,overweight,male
2647,underweight,male
2648,underweight,female
2649,overweight,male
2650,obese,male
2651,overweight,male
2652,overweight,male
2653,obese,male
2654,overweight,male
2655,normal,male
2656,normal,male
2657,underweight,male
2658,normal,male
2659,overweight,female
2660,obese,male
2661,overweight,male
2662,underweight,male
2663,normal,male
2664,normal,male
2665,underweight,male
2666,underweight,male
2667,underweight,male
2668,underweight,male
2669,overweight,male
2670,underweight,female
2671,overweight,female
2672,underweight,female
2673,overweight,male
2674,obese,female
2675,overweight,male
2676,overweight,female
2677,normal,female
2678,overweight,male
2679,underweight,male
2680,obese,female
2681,normal,female
2682,overweight,male
2683,overweight,female
2684,obese,male
2685,obese,female
2686,underweight,male
2687,normal,male
2688,overweight,female
2689,normal,male
2690,obese,female
2691,underweight,male
2692,normal,female
2693,underweight,female
2694,normal,female
2695,underweight,female
2696,normal,male
2697,normal,male
2698,obese,female
2699,normal,male
2700,overweight,female
2701,overweight,female
2702,normal,male
2703,obese,female
2704,normal,female
2705,overweight,female
2706,obese,female
2707,underweight,male
2708,normal,male
2709,overweight,female
2710,underweight,female
2711,normal,male
2712,underweight,male
2713,normal,female
2714,overweight,female
2715,obese,male
2716,underweight,female
2717,obese,male
2718,overweight,female
2719,obese,female
2720,overweight,male
2721,obese,male
2722,obese,male
2723,normal,female
2724,overweight,female
2725,overweight,male
2726,underweight,female
2727,normal,male
2728,overweight,male
2729,obese,female
2730,underweight,female
2731,overweight,male
2732,overweight,female
2733,obese,male
2734,normal,female
2735,normal,female
2736,obese,female
2737,obese,male
2738,underweight,male
2739,obese,female
2740,normal,female
2741,overweight,female
2742,obese,female
2743,normal,male
2744,underweight,female
2745,normal,female
2746,overweight,female
2747,obese,female
2748,overweight,male
2749,normal,male
2750,underweight,female
2751,normal,male
2752,obese,male
2753,obese,male
2754,underweight,male
2755,obese,female
2756,underweight,male
2757,overweight,male
2758,obese,male
2759,underweight,male
2760,normal,female
2761,overweight,male
2762,underweight,male
2763,overweight,male
2764,underweight,female
2765,underweight,male
2766,obese,male
2767,underweight,female
2768,underweight,female
2769,obese,male
2770,obese,female
2771,overweight,female
2772,normal,female
2773,overweight,male
2774,obese,female
2775,underweight,male
2776,overweight,male
2777,underweight,male
2778,normal,male
2779,underweight,male
2780,overweight,male
2781,normal,female
2782,obese,male
2783,obese,female
2784,obese,female
2785,normal,male
2786,overweight,female
2787,underweight,female
2788,obese,female
2789,overweight,male
2790,overweight,male
2791,normal,female
2792,overweight,male
2793,underweight,male
2794,underweight,male
2795,underweight,female
2796,normal,female
2797,underweight,female
2798,normal,male
2799,underweight,female
2800,underweight,male
2801,underweight,female
2802,underweight,female
2803,underweight,female
2804,overweight,male
2805,underweight,female
2806,obese,female
2807,overweight,male
2808,overweight,male
2809,normal,male
2810,obese,female
2811,normal,male
2812,obese,male
2813,underweight,female
2814,obese,female
2815,normal,male
2816,overweight,female
2817,obese,female
2818,normal,male
2819,underweight,male
2820,obese,male
2821,obese,male
2822,underweight,male
2823,overweight,male
2824,overweight,female
2825,overweight,male
2826,underweight,male
2827,overweight,female
2828,normal,male
2829,normal,female
2830,normal,female
2831,underweight,male
2832,normal,male
2833,normal,female
2834,overweight,male
2835,obese,female
2836,underweight,male
2837,underweight,male
2838,obese,female
2839,normal,male
2840,normal,female
2841,underweight,female
2842,obese,male
2843,obese,female
2844,obese,male
2845,normal,female
2846,obese,female
2847,obese,female
2848,obese,male
2849,obese,female
2850,normal,female
2851,overweight,female
2852,obese,male
2853,obese,female
2854,underweight,male
2855,obese,female
2856,underweight,male
2857,normal,male
2858,normal,female
2859,normal,female
2860,overweight,female
2861,overweight,male
2862,underweight,male
2863,underweight,male
2864,overweight,female
2865,overweight,female
2866,normal,female
2867,normal,female
2868,obese,male
2869,overweight,male
2870,obese,male
2871,overweight,male
2872,normal,male
2873,underweight,female
2874,obese,male
2875,normal,female
2876,obese,male
2877,underweight,female
2878,obese,male
2879,underweight,female
2880,obese,female
2881,overweight,male
2882,underweight,male
2883,normal,female
2884,normal,male
2885,overweight,male
2886,obese,male
2887,normal,female
2888,overweight,female
2889,overweight,male
2890,normal,female
2891,normal,female
2892,overweight,female
2893,obese,female
2894,obese,female
2895,overweight,female
2896,underweight,male
2897,obese,female
2898,normal,male
2899,normal,female
2900,obese,female
2901,obese,female
2902,overweight,male
2903,overweight,male
2904,overweight,male
2905,overweight,female
2906,underweight,female
2907,overweight,female
2908,obese,male
2909,normal,male
2910,overweight,male
2911,underweight,female
2912,underweight,female
2913,obese,female
2914,obese,male
2915,underweight,male
2916,overweight,female
2917,obese,female
2918,normal,male
2919,normal,female
2920,obese,female
2921,normal,female
2922,normal,female
2923,underweight,female
2924,underweight,female
2925,obese,male
2926,normal,female
2927,normal,female
2928,normal,male
2929,underweight,female
2930,overweight,female
2931,underweight,female
2932,overweight,male
2933,underweight,female
2934,obese,female
2935,obese,female
2936,underweight,female
2937,underweight,female
2938,overweight,female
2939,obese,female
2940,obese,male
2941,underweight,female
2942,overweight,male
2943,obese,male
2944,normal,male
2945,overweight,female
2946,overweight,male
2947,obese,male
2948,overweight,female
2949,obese,male
2950,normal,female
2951,underweight,female
2952,obese,male
2953,obese,male
2954,overweight,male
2955,overweight,male
2956,overweight,female
2957,overweight,female
2958,underweight,male
2959,overweight,male
2960,overweight,female
2961,obese,female
2962,underweight,male
2963,underweight,male
2964,overweight,male
2965,obese,female
2966,overweight,male
2967,normal,male
2968,obese,female
2969,overweight,male
2970,underweight,female
2971,overweight,male
2972,normal,female
2973,overweight,male
2974,overweight,female
2975,normal,male
2976,obese,male
2977,obese,male
2978,overweight,female
2979,normal,female
2980,obese,male
2981,normal,female
2982,underweight,female
2983,normal,female
2984,underweight,male
2985,overweight,male
2986,obese,female
2987,normal,male
2988,obese,male
2989,underweight,female
2990,obese,male
2991,overweight,male
2992,obese,female
2993,obese,male
2994,normal,female
2995,underweight,male
2996,underweight,female
2997,normal,male
2998,obese,female
2999,underweight,female
3000,overweight,female
3001,normal,female
3002,overweight,male
3003,normal,male
3004,obese,female
3005,overweight,male
3006,overweight,female
3007,obese,female
3008,obese,male
3009,obese,female
3010,overweight,male
3011,obese,male
3012,normal,female
3013,normal,female
3014,normal,male
3015,underweight,male
3016,obese,female
3017,obese,female
3018,overweight,male
3019,underweight,male
3020,underweight,male
3021,overweight,male
3022,overweight,male
3023,underweight,female
3024,underweight,male
3025,normal,female
3026,overweight,female
3027,obese,male
3028,normal,female
3029,underweight,female
3030,overweight,female
3031,obese,female
3032,overweight,male
3033,overweight,male
3034,normal,male
3035,obese,female
3036,overweight,male
3037,overweight,female
3038,obese,male
3039,overweight,male
3040,normal,female
3041,obese,female
3042,underweight,male
3043,underweight,female
3044,normal,male
3045,normal,female
3046,underweight,male
3047,underweight,female
3048,overweight,female
3049,normal,female
3050,overweight,male
3051,obese,male
3052,underweight,male
3053,underweight,male
3054,overweight,male
3055,underweight,male
3056,obese,female
3057,underweight,female
3058,underweight,male
3059,normal,female
3060,overweight,male
3061,obese,male
3062,obese,male
3063,normal,female
3064,normal,male
3065,normal,male
3066,normal,male
3067,overweight,male
3068,overweight,male
3069,normal,female
3070,normal,female
3071,overweight,female
3072,obese,female
3073,normal,male
3074,overweight,male
3075,underweight,female
3076,overweight,female
3077,overweight,female
3078,overweight,male
3079,underweight,male
3080,obese,female
3081,underweight,female
3082,normal,male
3083,overweight,male
3084,normal,female
3085,obese,female
3086,overweight,male
3087,overweight,male
3088,obese,female
3089,overweight,female
3090,overweight,male
3091,obese,female
3092,obese,female
3093,underweight,male
3094,obese,female
3095,overweight,male
3096,overweight,female
3097,overweight,female
3098,overweight,female
3099,underweight,male
3100,overweight,male
3101,overweight,male
3102,normal,female
3103,normal,male
3104,normal,male
3105,underweight,female
3106,obese,female
3107,normal,female
3108,normal,female
3109,obese,male
3110,underweight,male
3111,normal,female
3112,underweight,male
3113,normal,male
3114,obese,male
3115,overweight,male
3116,obese,male
3117,normal,female
3118,overweight,female
3119,obese,male
3120,normal,female
3121,obese,male
3122,underweight,female
3123,obese,male
3124,underweight,female
3125,underweight,female
3126,overweight,male
3127,normal,male
3128,overweight,male
3129,obese,male
3130,underweight,female
3131,normal,male
3132,normal,female
3133,obese,male
3134,overweight,male
3135,overweight,male
3136,underweight,male
3137,overweight,female
3138,underweight,female
3139,normal,male
3140,normal,male
3141,obese,male
3142,normal,male
3143,overweight,male
3144,underweight,female
3145,obese,female
3146,normal,male
3147,underweight,male
3148,overweight,female
3149,underweight,female
3150,overweight,female
3151,normal,male
3152,normal,female
3153,underweight,male
3154,obese,female
3155,normal,female
3156,normal,female
3157,overweight,male
3158,normal,female
3159,overweight,female
3160,underweight,male
3161,overweight,female
3162,obese,male
3163,obese,female
3164,normal,female
3165,underweight,male
3166,overweight,male
3167,obese,male
3168,overweight,male
3169,underweight,female
3170,normal,male
3171,obese,male
3172,normal,male
3173,underweight,female
3174,underweight,female
3175,obese,male
3176,overweight,female
3177,obese,male
3178,underweight,female
3179,underweight,female
3180,overweight,female
3181,normal,female
3182,normal,male
3183,normal,male
3184,overweight,male
3185,obese,male
3186,normal,male
3187,underweight,male
3188,overweight,female
3189,underweight,male
3190,underweight,female
3191,underweight,female
3192,obese,male
3193,underweight,female
3194,normal,female
3195,overweight,female
3196,normal,male
3197,underweight,female
3198,overweight,female
3199,obese,female
3200,overweight,male
3201,obese,female
3202,normal,female
3203,obese,female
3204,underweight,male
3205,overweight,male
3206,overweight,female
3207,obese,male
3208,obese,female
3209,obese,male
3210,underweight,male
3211,obese,female
3212,underweight,female
3213,underweight,female
3214,obese,female
3215,normal,female
3216,normal,female
3217,overweight,female
3218,normal,female
3219,underweight,male
3220,overweight,female
3221,normal,male
3222,underweight,female
3223,underweight,male
3224,underweight,female
3225,underweight,male
3226,normal,male
3227,underweight,male
3228,overweight,male
3229,overweight,male
3230,underweight,male
3231,overweight,female
3232,normal,female
3233,normal,female
3234,overweight,male
3235,normal,male
3236,overweight,male
3237,overweight,male
3238,obese,female
3239,obese,female
3240,obese,male
3241,overweight,male
3242,obese,male
3243,obese,female
3244,obese,male
3245,underweight,male
3246,normal,female
3247,underweight,male
3248,underweight,male
3249,obese,female
3250,underweight,male
3251,normal,male
3252,obese,male
3253,underweight,female
3254,obese,female
3255,obese,male
3256,underweight,female
3257,underweight,female
3258,underweight,female
3259,normal,male
3260,underweight,female
3261,normal,female
3262,overweight,male
3263,obese,male
3264,overweight,male
3265,underweight,female
3266,overweight,female
3267,normal,male
3268,underweight,male
3269,normal,female
3270,underweight,female
3271,overweight,male
3272,normal,male
3273,overweight,female
3274,overweight,male
3275,underweight,female
3276,overweight,male
3277,obese,male
3278,overweight,female
3279,overweight,female
3280,normal,male
3281,normal,female
3282,normal,female
3283,overweight,male
3284,overweight,male
3285,underweight,female
3286,normal,female
3287,underweight,male
3288,obese,female
3289,obese,female
3290,obese,male
3291,overweight,female
3292,overweight,female
3293,underweight,female
3294,overweight,female
3295,obese,male
3296,normal,female
3297,underweight,female
3298,normal,male
3299,normal,female
3300,normal,male
3301,obese,male
3302,normal,male
3303,obese,male
3304,normal,male
3305,overweight,male
3306,overweight,male
3307,normal,male
3308,overweight,female
3309,overweight,male
3310,obese,male
3311,obese,male
3312,normal,male
3313,normal,female
3314,underweight,female
3315,underweight,female
3316,obese,female
3317,underweight,male
3318,underweight,male
3319,obese,male
3320,normal,female
3321,obese,female
3322,obese,female
3323,normal,female
3324,underweight,male
3325,underweight,male
3326,overweight,female
3327,obese,male
3328,normal,male
3329,obese,male
3330,obese,female
3331,underweight,male
3332,normal,male
3333,overweight,male
3334,underweight,male
3335,normal,female
3336,obese,female
3337,underweight,male
3338,underweight,female
3339,underweight,male
3340,normal,female
3341,overweight,female
3342,normal,female
3343,underweight,female
3344,normal,female
3345,overweight,female
3346,overweight,male
3347,normal,female
3348,obese,female
3349,overweight,male
3350,normal,male
3351,normal,female
3352,obese,female
3353,normal,male
3354,overweight,female
3355,normal,male
3356,obese,male
3357,normal,male
3358,normal,male
3359,underweight,female
3360,overweight,female
3361,normal,male
3362,normal,female
3363,overweight,male
3364,normal,male
3365,overweight,male
3366,overweight,male
3367,overweight,male
3368,normal,female
3369,normal,female
3370,obese,male
3371,overweight,male
3372,normal,female
3373,obese,female
3374,overweight,female
3375,overweight,male
3376,overweight,female
3377,overweight,male
3378,normal,male
3379,normal,male
3380,underweight,female
3381,normal,female
3382,normal,female
3383,obese,male
3384,obese,female
3385,normal,male
3386,obese,male
3387,overweight,male
3388,underweight,male
3389,overweight,male
3390,overweight,male
3391,underweight,female
3392,underweight,female
3393,underweight,male
3394,obese,male
3395,obese,male
3396,overweight,female
3397,overweight,male
3398,obese,female
3399,underweight,female
3400,normal,male
3401,obese,female
3402,overweight,male
3403,underweight,female
3404,obese,male
3405,normal,male
3406,normal,male
3407,obese,male
3408,obese,male
3409,normal,female
3410,underweight,female
3411,obese,male
3412,overweight,male
3413,obese,male
3414,underweight,female
3415,overweight,female
3416,obese,male
3417,underweight,male
3418,obese,male
3419,underweight,female
3420,normal,female
3421,obese,male
3422,underweight,female
3423,overweight,male
3424,overweight,female
3425,overweight,female
3426,normal,female
3427,obese,male
3428,overweight,female
3429,normal,female
3430,underweight,male
3431,obese,male
3432,underweight,male
3433,overweight,male
3434,normal,female
3435,overweight,male
3436,obese,male
3437,normal,male
3438,obese,female
3439,overweight,male
3440,underweight,male
3441,overweight,female
3442,obese,male
3443,underweight,female
3444,normal,female
3445,underweight,male
3446,normal,female
3447,obese,male
3448,normal,male
3449,obese,female
3450,normal,female
3451,obese,female
3452,underweight,male
3453,normal,male
3454,normal,male
3455,overweight,female
3456,underweight,male
3457,obese,male
3458,normal,male
3459,underweight,female
3460,normal,female
3461,obese,female
3462,normal,male
3463,obese,female
3464,underweight,female
3465,normal,male
3466,overweight,male
3467,normal,male
3468,normal,female
3469,underweight,male
3470,normal,female
3471,underweight,male
3472,obese,female
3473,underweight,female
3474,underweight,male
3475,overweight,female
3476,normal,female
3477,overweight,female
3478,underweight,female
3479,underweight,female
3480,underweight,male
3481,normal,female
3482,normal,male
3483,obese,female
3484,overweight,male
3485,overweight,female
3486,obese,male
3487,normal,male
3488,obese,male
3489,obese,male
3490,obese,male
3491,underweight,female
3492,underweight,male
3493,normal,female
3494,obese,female
3495,overweight,male
3496,underweight,female
3497,normal,male
3498,underweight,male
3499,obese,male
3500,overweight,male
3501,overweight,male
3502,obese,female
3503,overweight,female
3504,overweight,male
3505,underweight,female
3506,underweight,male
3507,obese,male
3508,obese,female
3509,underweight,female
3510,underweight,male
3511,obese,female
3512,normal,female
3513,overweight,female
3514,normal,male
3515,overweight,male
3516,obese,female
3517,overweight,male
3518,normal,male
3519,underweight,male
3520,normal,male
3521,normal,female
3522,normal,female
3523,underweight,male
3524,obese,female
3525,obese,female
3526,underweight,male
3527,underweight,male
3528,overweight,female
3529,underweight,female
3530,normal,male
3531,normal,female
3532,overweight,male
3533,overweight,male
3534,overweight,female
3535,normal,male
3536,normal,male
3537,underweight,male
3538,overweight,female
3539,overweight,male
3540,obese,male
3541,underweight,male
3542,underweight,female
3543,normal,male
3544,normal,male
3545,overweight,male
3546,normal,female
3547,underweight,male
3548,normal,male
3549,overweight,male
3550,normal,female
3551,obese,male
3552,underweight,male
3553,obese,female
3554,underweight,female
3555,underweight,female
3556,underweight,male
3557,underweight,female
3558,normal,male
3559,overweight,male
3560,obese,male
3561,normal,female
3562,overweight,female
3563,normal,male
3564,overweight,female
3565,underweight,female
3566,underweight,male
3567,normal,male
3568,obese,female
3569,overweight,male
3570,obese,male
3571,normal,female
3572,obese,male
3573,normal,male
3574,obese,female
3575,underweight,female
3576,underweight,male
3577,overweight,female
3578,underweight,female
3579,overweight,male
3580,underweight,female
3581,obese,female
3582,underweight,male
3583,normal,female
3584,normal,female
3585,underweight,female
3586,normal,female
3587,normal,female
3588,normal,male
3589,overweight,female
3590,obese,female
3591,obese,male
3592,underweight,female
3593,underweight,female
3594,normal,female
3595,obese,female
3596,overweight,female
3597,overweight,female
3598,obese,male
3599,overweight,male
3600,normal,female
3601,overweight,female
3602,obese,female
3603,obese,male
3604,obese,female
3605,overweight,male
3606,underweight,male
3607,normal,female
3608,obese,male
3609,obese,female
3610,obese,female
3611,normal,female
3612,obese,male
3613,underweight,female
3614,obese,female
3615,normal,female
3616,overweight,male
3617,obese,male
3618,overweight,female
3619,underweight,female
3620,overweight,male
3621,underweight,female
3622,normal,male
3623,obese,female
3624,overweight,female
3625,overweight,female
3626,overweight,male
3627,normal,male
3628,overweight,female
3629,normal,male
3630,obese,female
3631,overweight,female
3632,obese,female
3633,obese,male
3634,underweight,female
3635,underweight,male
3636,overweight,female
3637,overweight,female
3638,normal,male
3639,underweight,male
3640,obese,female
3641,normal,female
3642,overweight,female
3643,normal,male
3644,normal,female
3645,normal,female
3646,normal,female
3647,underweight,male
3648,overweight,female
3649,underweight,female
3650,obese,male
3651,normal,male
3652,obese,female
3653,normal,male
3654,obese,male
3655,obese,female
3656,obese,female
3657,normal,male
3658,normal,male
3659,overweight,female
3660,underweight,female
3661,overweight,female
3662,normal,female
3663,underweight,female
3664,underweight,female
3665,obese,female
3666,obese,female
3667,obese,female
3668,underweight,female
3669,underweight,female
3670,underweight,male
3671,normal,female
3672,obese,male
3673,normal,female
3674,underweight,male
3675,normal,female
3676,normal,female
3677,underweight,male
3678,overweight,female
3679,normal,male
3680,normal,female
3681,overweight,male
3682,underweight,female
3683,obese,female
3684,obese,male
3685,overweight,male
3686,obese,male
3687,underweight,male
3688,normal,female
3689,normal,male
3690,obese,female
3691,overweight,male
3692,normal,male
3693,obese,male
3694,obese,female
3695,underweight,male
3696,normal,female
3697,underweight,male
3698,overweight,male
3699,overweight,male
3700,normal,female
3701,underweight,female
3702,normal,female
3703,underweight,male
3704,obese,female
3705,overweight,male
3706,underweight,female
3707,underweight,female
3708,overweight,female
3709,overweight,male
3710,overweight,male
3711,obese,female
3712,normal,female
3713,obese,male
3714,underweight,male
3715,obese,male
3716,underweight,female
3717,obese,female
3718,obese,female
3719,underweight,male
3720,normal,male
3721,underweight,male
3722,normal,female
3723,underweight,female
3724,overweight,male
3725,obese,female
3726,normal,male
3727,obese,female
3728,overweight,male
3729,overweight,female
3730,obese,male
3731,overweight,male
3732,overweight,male
3733,normal,male
3734,overweight,male
3735,obese,female
3736,normal,male
3737,underweight,female
3738,overweight,male
3739,overweight,female
3740,normal,female
3741,underweight,female
3742,normal,female
3743,underweight,female
3744,overweight,female
3745,overweight,female
3746,normal,female
3747,obese,male
3748,normal,female
3749,overweight,male
3750,underweight,male
3751,normal,female
3752,overweight,male
3753,underweight,female
3754,underweight,male
3755,underweight,male
3756,obese,male
3757,obese,female
3758,normal,female
3759,underweight,female
3760,obese,female
3761,underweight,female
3762,underweight,female
3763,overweight,male
3764,obese,male
3765,underweight,female
3766,normal,female
3767,obese,female
3768,obese,female
3769,overweight,male
3770,normal,male
3771,overweight,female
3772,normal,female
3773,overweight,female
3774,overweight,male
3775,normal,female
3776,overweight,male
3777,overweight,female
3778,normal,male
3779,obese,female
3780,underweight,male
3781,underweight,male
3782,obese,male
3783,obese,male
3784,normal,female
3785,underweight,male
3786,normal,male
3787,normal,female
3788,obese,male
3789,overweight,female
3790,overweight,male
3791,normal,female
3792,obese,female
3793,underweight,male
3794,underweight,female
3795,normal,female
3796,underweight,female
3797,underweight,male
3798,obese,female
3799,normal,female
3800,obese,male
3801,obese,male
3802,overweight,female
3803,obese,male
3804,underweight,male
3805,obese,male
3806,normal,male
3807,underweight,female
3808,underweight,male
3809,normal,female
3810,obese,female
3811,normal,female
3812,overweight,female
3813,obese,female
3814,overweight,male
3815,underweight,male
3816,normal,female
3817,obese,female
3818,overweight,female
3819,obese,female
3820,underweight,male
3821,overweight,female
3822,underweight,male
3823,normal,female
3824,normal,male
3825,obese,female
3826,normal,female
3827,underweight,male
3828,overweight,female
3829,normal,female
3830,obese,male
3831,normal,male
3832,normal,male
3833,overweight,female
3834,overweight,female
3835,obese,male
3836,normal,female
3837,overweight,female
3838,normal,female
3839,overweight,female
3840,obese,male
3841,normal,female
3842,underweight,male
3843,obese,female
3844,overweight,male
3845,overweight,male
3846,obese,male
3847,overweight,female
3848,normal,male
3849,normal,female
3850,overweight,female
3851,underweight,male
3852,normal,female
3853,obese,male
3854,obese,male
3855,underweight,female
3856,obese,male
3857,overweight,female
3858,obese,female
3859,obese,male
3860,overweight,female
3861,overweight,female
3862,obese,male
3863,normal,female
3864,normal,male
3865,obese,male
3866,obese,male
3867,underweight,female
3868,obese,female
3869,overweight,male
3870,overweight,female
3871,normal,male
3872,normal,female
3873,normal,male
3874,underweight,female
3875,overweight,female
3876,obese,male
3877,normal,female
3878,obese,female
3879,underweight,male
3880,underweight,male
3881,underweight,female
3882,overweight,male
3883,overweight,male
3884,underweight,female
3885,obese,male
3886,normal,male
3887,obese,male
3888,underweight,male
3889,obese,male
3890,underweight,female
3891,overweight,female
3892,obese,male
3893,obese,male
3894,obese,male
3895,overweight,male
3896,overweight,male
3897,overweight,male
3898,underweight,male
3899,normal,male
3900,obese,male
3901,underweight,female
3902,overweight,male
3903,obese,male
3904,overweight,male
3905,overweight,male
3906,obese,male
3907,obese,female
3908,underweight,male
3909,normal,female
3910,underweight,male
3911,normal,male
3912,underweight,male
3913,obese,female
3914,obese,female
3915,overweight,male
3916,normal,female
3917,obese,female
3918,obese,male
3919,normal,male
3920,underweight,female
3921,underweight,female
3922,normal,male
3923,underweight,female
3924,underweight,female
3925,underweight,male
3926,normal,male
3927,overweight,male
3928,obese,female
3929,underweight,female
3930,obese,female
3931,normal,female
3932,normal,male
3933,underweight,male
3934,obese,male
3935,normal,female
3936,overweight,male
3937,underweight,male
3938,obese,female
3939,underweight,female
3940,overweight,female
3941,obese,female
3942,underweight,male
3943,underweight,male
3944,obese,female
3945,overweight,male
3946,obese,female
3947,overweight,female
3948,overweight,female
3949,underweight,male
3950,underweight,male
3951,underweight,male
3952,underweight,female
3953,overweight,male
3954,obese,male
3955,overweight,male
3956,overweight,male
3957,normal,female
3958,underweight,male
3959,overweight,male
3960,normal,female
3961,underweight,female
3962,overweight,female
3963,underweight,male
3964,obese,female
3965,normal,male
3966,underweight,male
3967,normal,female
3968,overweight,female
3969,underweight,female
3970,obese,female
3971,normal,male
3972,obese,male
3973,underweight,female
3974,obese,male
3975,normal,male
3976,normal,male
3977,overweight,male
3978,normal,male
3979,overweight,female
3980,normal,male
3981,underweight,female
3982,obese,female
3983,normal,male
3984,obese,male
3985,normal,female
3986,underweight,female
3987,obese,female
3988,obese,female
3989,normal,female
3990,normal,male
3991,underweight,female
3992,obese,female
3993,underweight,female
3994,overweight,female
3995,overweight,male
3996,underweight,male
3997,underweight,female
3998,normal,male
3999,obese,male
4000,obese,male
4001,normal,female
4002,obese,male
4003,normal,female
4004,normal,male
4005,overweight,male
4006,underweight,female
4007,obese,female
4008,underweight,male
4009,overweight,female
4010,overweight,female
4011,overweight,female
4012,obese,male
4013,underweight,female
4014,obese,female
4015,overweight,male
4016,underweight,male
4017,underweight,female
4018,overweight,male
4019,overweight,male
4020,underweight,male
4021,overweight,female
4022,normal,female
4023,underweight,male
4024,overweight,female
4025,overweight,male
4026,overweight,male
4027,normal,female
4028,underweight,female
4029,overweight,male
4030,normal,female
4031,obese,male
4032,normal,male
4033,underweight,female
4034,obese,male
4035,obese,female
4036,underweight,male
4037,obese,male
4038,normal,male
4039,normal,female
4040,overweight,male
4041,obese,female
4042,overweight,male
4043,normal,female
4044,normal,female
4045,normal,male
4046,normal,female
4047,normal,female
4048,underweight,female
4049,obese,female
4050,overweight,female
4051,obese,male
4052,underweight,female
4053,underweight,male
4054,underweight,female
4055,normal,male
4056,underweight,female
4057,overweight,female
4058,underweight,male
4059,underweight,female
4060,normal,female
4061,overweight,male
4062,overweight,male
4063,obese,male
4064,obese,male
4065,obese,male
4066,overweight,female
4067,obese,male
4068,normal,female
4069,normal,male
4070,underweight,male
4071,overweight,male
4072,obese,female
4073,underweight,male
4074,obese,male
4075,underweight,male
4076,normal,female
4077,normal,female
4078,overweight,female
4079,obese,male
4080,overweight,male
4081,normal,female
4082,obese,male
4083,obese,male
4084,obese,male
4085,overweight,female
4086,overweight,female
4087,normal,male
4088,normal,female
4089,overweight,female
4090,underweight,male
4091,normal,male
4092,overweight,female
4093,overweight,male
4094,overweight,female
4095,obese,male
4096,underweight,male
4097,normal,female
4098,obese,male
4099,underweight,male
4100,overweight,male
4101,obese,male
4102,normal,male
4103,normal,female
4104,overweight,male
4105,obese,female
4106,underweight,female
4107,underweight,male
4108,obese,male
4109,overweight,male
4110,underweight,female
4111,normal,male
4112,overweight,female
4113,normal,female
4114,overweight,female
4115,overweight,female
4116,overweight,female
4117,overweight,male
4118,underweight,male
4119,normal,female
4120,normal,male
4121,normal,female
4122,obese,male
4123,obese,male
4124,overweight,female
4125,normal,male
4126,normal,female
4127,underweight,male
4128,normal,female
4129,underweight,male
4130,underweight,female
4131,normal,male
4132,overweight,male
4133,normal,female
4134,overweight,male
4135,underweight,female
4136,obese,female
4137,overweight,male
4138,overweight,male
4139,normal,male
4140,obese,female
4141,normal,male
4142,underweight,female
4143,overweight,female
4144,overweight,male
4145,overweight,male
4146,overweight,female
4147,obese,male
4148,normal,male
4149,obese,male
4150,normal,male
4151,overweight,female
4152,obese,female
4153,obese,male
4154,normal,male
4155,underweight,female
4156,underweight,male
4157,obese,female
4158,overweight,male
4159,obese,female
4160,normal,female
4161,underweight,male
4162,overweight,male
4163,normal,male
4164,overweight,female
4165,underweight,female
4166,overweight,female
4167,overweight,male
4168,underweight,male
4169,obese,female
4170,obese,male
4171,underweight,female
4172,normal,male
4173,obese,female
4174,underweight,male
4175,obese,male
4176,overweight,female
4177,overweight,male
4178,normal,male
4179,underweight,female
4180,underweight,male
4181,underweight,male
4182,normal,female
4183,underweight,female
4184,obese,male
4185,underweight,female
4186,normal,male
4187,underweight,female
4188,normal,female
4189,overweight,female
4190,obese,male
4191,overweight,female
4192,overweight,male
4193,obese,male
4194,underweight,female
4195,obese,male
4196,obese,female
4197,overweight,male
4198,normal,female
4199,normal,female
4200,overweight,male
4201,underweight,male
4202,underweight,female
4203,obese,female
4204,normal,male
4205,underweight,female
4206,obese,female
4207,overweight,male
4208,overweight,female
4209,obese,female
4210,normal,female
4211,overweight,female
4212,overweight,female
4213,overweight,male
4214,obese,female
4215,normal,female
4216,normal,female
4217,underweight,male
4218,overweight,female
4219,underweight,female
4220,normal,female
4221,underweight,male
4222,overweight,female
4223,obese,male
4224,obese,male
4225,obese,male
4226,normal,female
4227,overweight,male
4228,underweight,male
4229,overweight,female
4230,underweight,male
4231,underweight,male
4232,obese,male
4233,obese,male
4234,underweight,female
4235,normal,male
